Date,Name / Description,Expense/Income,Amount (EGP),Category

2022-01-14,Monthly Phone Plan,Expense,300.00,Utilities,Finance

2022-01-15,Salary from Software Development,Income,25000.00,Income,Business
2022-01-16,Zamalek Gym Membership,Expense,800.00,Health & Fitness,Sports & Fitness
2022-01-17,Zouba Café (Coffee with Friends),Expense,120.00,Food & Beverage,Food & Beverage
2022-01-18,KFC Egypt (Lunch Out),Expense,150.00,Food & Beverage,Food & Beverage
2022-01-19,Internet & Utilities,Expense,350.00,Utilities,Finance
2022-01-20,IT Consulting Project,Income,18000.00,Income,Business
2022-01-21,Zacks Café (Hangout with Friends),Expense,120.00,Food & Beverage,Food & Beverage
2022-01-22,Mobile Data Recharge,Expense,100.00,Utilities,Finance
2022-01-23,Rent for Downtown Apartment,Expense,7200.00,Housing,Home and Garden
2022-01-24,Web Design Freelance Project,Income,9500.00,Income,Business
2022-01-25,Jumbo Supermarket (Groceries),Expense,900.00,Groceries,Grocery
2022-01-26,Transportation (Taxi Ride),Expense,80.00,Transportation,Travel and Transportation
2022-01-27,Entertainment (Movie Ticket),Expense,350.00,Entertainment,Arts & Culture
2022-01-28,Electricity Bill,Expense,1000.00,Utilities,Finance
2022-01-29,Health & Beauty Products,Expense,250.00,Health & Beauty,Beauty & Wellness
2022-01-30,Charity Donation (Local NGO),Expense,400.00,Charity/Donations,Charity/Donations
2022-01-31,Shopping (Clothing),Expense,700.00,Shopping,Clothing and Accessories
2022-01-31,Web Development Freelance Project,Income,10000.00,Income,Business
2022-01-31,Zamalek Gym Membership,Expense,800.00,Health & Fitness,Sports & Fitness
2022-01-31,Al Sultan Restaurant (Dinner Out),Expense,550.00,Food & Beverage,Food & Beverage
2022-01-31,Phone Repair Service,Expense,350.00,Technology,Technology
2022-01-31,Monthly Phone Plan,Expense,300.00,Utilities,Finance
2022-01-31,Salary from Software Development,Income,26000.00,Income,Business
2022-01-31,Art Supplies Purchase,Expense,250.00,Art/Crafts,Arts & Culture
2022-01-31,Transportation (Metro Fare),Expense,30.00,Transportation,Travel and Transportation
2022-01-31,Travel (Weekend Trip),Expense,1500.00,Travel,Travel and Tourism
2022-01-31,Food & Beverage (Family Dinner),Expense,450.00,Food & Beverage,Food & Beverage
2022-01-31,Internet & Utilities,Expense,350.00,Utilities,Finance
2022-01-31,Rent for Downtown Apartment,Expense,7200.00,Housing,Home and Garden
2022-01-31,Freelance Art Commission,Income,4000.00,Income,Business
2022-01-31,Health Insurance Premium,Expense,600.00,Health & Wellness,Health & Wellness
2022-01-31,Business Conference Registration,Expense,1000.00,Business Services,Business and Services
2022-01-31,Music Concert Tickets,Expense,500.00,Entertainment,Arts & Culture
2022-01-31,Travel Expenses (Flight Booking),Expense,2000.00,Travel,Travel and Tourism
2022-01-31,Online Shopping (Electronics),Expense,1500.00,Shopping,Online Shopping
2022-01-31,Language Classes Registration,Expense,800.00,Education,Education
2022-01-31,Subscription Renewal (Streaming Service),Expense,200.00,Subscription,Subscription
2022-01-31,Home Improvement (Furniture),Expense,900.00,Home Improvement,Home and Garden
2022-01-31,Business Equipment Purchase,Expense,1800.00,Business,Business
2022-01-31,Beauty & Wellness Spa,Expense,400.00,Health & Beauty,Beauty & Wellness
2022-01-31,Clothing Shopping (Winter Wardrobe),Expense,600.00,Clothing,Clothing and Accessories
2022-01-31,Art & Crafts Supplies,Expense,250.00,Art/Crafts,Arts & Culture
2022-01-31,Donation to Charity Organization,Expense,350.00,Charity/Donations,Charity/Donations
2022-01-31,Sporting Goods Purchase,Expense,350.00,Sport,Sports & Fitness
2022-01-31,Health & Fitness Class Registration,Expense,450.00,Health & Fitness,Sports & Fitness
2022-02-01,Carrefour Maadi (Groceries),Expense,850.00,Groceries,Grocery
2022-02-02,Monthly Phone Plan,Expense,300.00,Utilities,Finance
2022-02-03,Salary from Software Development,Income,25500.00,Income,Business
2022-02-04,Zamalek Gym Membership,Expense,800.00,Health & Fitness,Sports & Fitness
2022-02-05,Zouba Café (Coffee with Friends),Expense,120.00,Food & Beverage,Food & Beverage
2022-02-06,KFC Egypt (Lunch Out),Expense,150.00,Food & Beverage,Food & Beverage
2022-02-07,Internet & Utilities,Expense,350.00,Utilities,Finance
2022-02-08,IT Consulting Project,Income,19000.00,Income,Business
2022-02-09,Zacks Café (Hangout with Friends),Expense,120.00,Food & Beverage,Food & Beverage
2022-02-10,Mobile Data Recharge,Expense,100.00,Utilities,Finance
2022-02-11,Rent for Downtown Apartment,Expense,7200.00,Housing,Home and Garden
2022-02-12,Web Design Freelance Project,Income,10000.00,Income,Business
2022-02-13,Jumbo Supermarket (Groceries),Expense,900.00,Groceries,Grocery
2022-02-14,Transportation (Taxi Ride),Expense,80.00,Transportation,Travel and Transportation
2022-02-15,Entertainment (Movie Ticket),Expense,350.00,Entertainment,Arts & Culture
2022-02-16,Electricity Bill,Expense,1000.00,Utilities,Finance
2022-02-17,Health & Beauty Products,Expense,250.00,Health & Beauty,Beauty & Wellness
2022-02-18,Charity Donation (Local NGO),Expense,400.00,Charity/Donations,Charity/Donations
2022-02-19,Shopping (Clothing),Expense,700.00,Shopping,Clothing and Accessories
2022-02-20,Web Development Freelance Project,Income,11000.00,Income,Business
2022-02-21,Zamalek Gym Membership,Expense,800.00,Health & Fitness,Sports & Fitness
2022-02-22,Al Sultan Restaurant (Dinner Out),Expense,550.00,Food & Beverage,Food & Beverage
2022-02-23,Phone Repair Service,Expense,350.00,Technology,Technology
2022-02-24,Monthly Phone Plan,Expense,300.00,Utilities,Finance
2022-02-25,Salary from Software Development,Income,26000.00,Income,Business
2022-02-26,Art Supplies Purchase,Expense,250.00,Art/Crafts,Arts & Culture
2022-02-27,Transportation (Metro Fare),Expense,30.00,Transportation,Travel and Transportation
2022-02-28,Travel (Weekend Trip),Expense,1500.00,Travel,Travel and Tourism
2022-02-28,Food & Beverage (Family Dinner),Expense,450.00,Food & Beverage,Food & Beverage
2022-02-28,Internet & Utilities,Expense,350.00,Utilities,Finance
2022-02-28,Rent for Downtown Apartment,Expense,7200.00,Housing,Home and Garden
2022-02-28,Freelance Art Commission,Income,4400.00,Income,Business
2022-02-28,Health Insurance Premium,Expense,650.00,Health & Wellness,Health & Wellness
2022-02-28,Business Conference Registration,Expense,1200.00,Business Services,Business and Services
2022-02-28,Music Concert Tickets,Expense,500.00,Entertainment,Arts & Culture
2022-02-28,Travel Expenses (Flight Booking),Expense,2500.00,Travel,Travel and Tourism
2022-02-28,Online Shopping (Electronics),Expense,1800.00,Shopping,Online Shopping
2022-02-28,Language Classes Registration,Expense,900.00,Education,Education
2022-02-28,Subscription Renewal (Streaming Service),Expense,240.00,Subscription,Subscription
2022-02-28,Home Improvement (Furniture),Expense,1000.00,Home Improvement,Home and Garden
2022-02-28,Business Equipment Purchase,Expense,2200.00,Business,Business
2022-02-28,Beauty & Wellness Spa,Expense,500.00,Health & Beauty,Beauty & Wellness
2022-02-28,Clothing Shopping (Winter Wardrobe),Expense,700.00,Clothing,Clothing and Accessories
2022-02-28,Art & Crafts Supplies,Expense,300.00,Art/Crafts,Arts & Culture
2022-02-28,Donation to Charity Organization,Expense,450.00,Charity/Donations,Charity/Donations
2022-02-28,Sporting Goods Purchase,Expense,450.00,Sport,Sports & Fitness
2022-02-28,Health & Fitness Class Registration,Expense,550.00,Health & Fitness,Sports & Fitness
2022-03-01,Carrefour Maadi (Groceries),Expense,900.00,Groceries,Grocery
2022-03-02,Monthly Phone Plan,Expense,300.00,Utilities,Finance
2022-03-03,Salary from Software Development,Income,26500.00,Income,Business
2022-03-04,Zamalek Gym Membership,Expense,800.00,Health & Fitness,Sports & Fitness
2022-03-05,Zouba Café (Coffee with Friends),Expense,120.00,Food & Beverage,Food & Beverage
2022-03-06,KFC Egypt (Lunch Out),Expense,150.00,Food & Beverage,Food & Beverage
2022-03-07,Internet & Utilities,Expense,350.00,Utilities,Finance
2022-03-08,IT Consulting Project,Income,20000.00,Income,Business
2022-03-09,Zacks Café (Hangout with Friends),Expense,120.00,Food & Beverage,Food & Beverage
2022-03-10,Mobile Data Recharge,Expense,100.00,Utilities,Finance
2022-03-11,Rent for Downtown Apartment,Expense,7200.00,Housing,Home and Garden
2022-03-12,Web Design Freelance Project,Income,11500.00,Income,Business
2022-03-13,Jumbo Supermarket (Groceries),Expense,950.00,Groceries,Grocery
2022-03-14,Transportation (Taxi Ride),Expense,80.00,Transportation,Travel and Transportation
2022-03-15,Entertainment (Movie Ticket),Expense,350.00,Entertainment,Arts & Culture
2022-03-16,Electricity Bill,Expense,1000.00,Utilities,Finance
2022-03-17,Health & Beauty Products,Expense,250.00,Health & Beauty,Beauty & Wellness
2022-03-18,Charity Donation (Local NGO),Expense,400.00,Charity/Donations,Charity/Donations
2022-03-19,Shopping (Clothing),Expense,700.00,Shopping,Clothing and Accessories
2022-03-20,Web Development Freelance Project,Income,12000.00,Income,Business
2022-03-21,Zamalek Gym Membership,Expense,800.00,Health & Fitness,Sports & Fitness
2022-03-22,Al Sultan Restaurant (Dinner Out),Expense,550.00,Food & Beverage,Food & Beverage
2022-03-23,Phone Repair Service,Expense,350.00,Technology,Technology
2022-03-24,Monthly Phone Plan,Expense,300.00,Utilities,Finance
2022-03-25,Salary from Software Development,Income,27000.00,Income,Business
2022-03-26,Art Supplies Purchase,Expense,250.00,Art/Crafts,Arts & Culture
2022-03-27,Transportation (Metro Fare),Expense,30.00,Transportation,Travel and Transportation
2022-03-28,Travel (Weekend Trip),Expense,1500.00,Travel,Travel and Tourism
2022-03-29,Food & Beverage (Family Dinner),Expense,450.00,Food & Beverage,Food & Beverage
2022-03-30,Internet & Utilities,Expense,350.00,Utilities,Finance
2022-03-31,Rent for Downtown Apartment,Expense,7200.00,Housing,Home and Garden
2022-03-31,Freelance Art Commission,Income,4600.00,Income,Business
2022-03-31,Health Insurance Premium,Expense,650.00,Health & Wellness,Health & Wellness
2022-03-31,Business Conference Registration,Expense,1300.00,Business Services,Business and Services
2022-03-31,Music Concert Tickets,Expense,500.00,Entertainment,Arts & Culture
2022-03-31,Travel Expenses (Flight Booking),Expense,2700.00,Travel,Travel and Tourism
2022-03-31,Online Shopping (Electronics),Expense,2000.00,Shopping,Online Shopping
2022-03-31,Language Classes Registration,Expense,950.00,Education,Education
2022-03-31,Subscription Renewal (Streaming Service),Expense,260.00,Subscription,Subscription
2022-03-31,Home Improvement (Furniture),Expense,1100.00,Home Improvement,Home and Garden
2022-03-31,Business Equipment Purchase,Expense,2400.00,Business,Business
2022-03-31,Beauty & Wellness Spa,Expense,550.00,Health & Beauty,Beauty & Wellness
2022-03-31,Clothing Shopping (Winter Wardrobe),Expense,750.00,Clothing,Clothing and Accessories
2022-03-31,Art & Crafts Supplies,Expense,300.00,Art/Crafts,Arts & Culture
2022-03-31,Donation to Charity Organization,Expense,500.00,Charity/Donations,Charity/Donations
2022-03-31,Sporting Goods Purchase,Expense,500.00,Sport,Sports & Fitness
2022-03-31,Health & Fitness Class Registration,Expense,600.00,Health & Fitness,Sports & Fitness
2022-04-01,Carrefour Maadi (Groceries),Expense,950.00,Groceries,Grocery
2022-04-02,Monthly Phone Plan,Expense,300.00,Utilities,Finance
2022-04-03,Salary from Software Development,Income,27500.00,Income,Business
2022-04-04,Zamalek Gym Membership,Expense,800.00,Health & Fitness,Sports & Fitness
2022-04-05,Zouba Café (Coffee with Friends),Expense,120.00,Food & Beverage,Food & Beverage
2022-04-06,KFC Egypt (Lunch Out),Expense,150.00,Food & Beverage,Food & Beverage
2022-04-07,Internet & Utilities,Expense,350.00,Utilities,Finance
2022-04-08,IT Consulting Project,Income,21000.00,Income,Business
2022-04-09,Zacks Café (Hangout with Friends),Expense,120.00,Food & Beverage,Food & Beverage
2022-04-10,Mobile Data Recharge,Expense,100.00,Utilities,Finance
2022-04-11,Rent for Downtown Apartment,Expense,7200.00,Housing,Home and Garden
2022-04-12,Web Design Freelance Project,Income,12500.00,Income,Business
2022-04-13,Jumbo Supermarket (Groceries),Expense,1000.00,Groceries,Grocery
2022-04-14,Transportation (Taxi Ride),Expense,80.00,Transportation,Travel and Transportation
2022-04-15,Entertainment (Movie Ticket),Expense,350.00,Entertainment,Arts & Culture
2022-04-16,Electricity Bill,Expense,1000.00,Utilities,Finance
2022-04-17,Health & Beauty Products,Expense,250.00,Health & Beauty,Beauty & Wellness
2022-04-18,Charity Donation (Local NGO),Expense,400.00,Charity/Donations,Charity/Donations
2022-04-19,Shopping (Clothing),Expense,700.00,Shopping,Clothing and Accessories
2022-04-20,Web Development Freelance Project,Income,13000.00,Income,Business
2022-04-21,Zamalek Gym Membership,Expense,800.00,Health & Fitness,Sports & Fitness
2022-04-22,Al Sultan Restaurant (Dinner Out),Expense,550.00,Food & Beverage,Food & Beverage
2022-04-23,Phone Repair Service,Expense,350.00,Technology,Technology
2022-04-24,Monthly Phone Plan,Expense,300.00,Utilities,Finance
2022-04-25,Salary from Software Development,Income,28000.00,Income,Business
2022-04-26,Art Supplies Purchase,Expense,250.00,Art/Crafts,Arts & Culture
2022-04-27,Transportation (Metro Fare),Expense,30.00,Transportation,Travel and Transportation
2022-04-28,Travel (Weekend Trip),Expense,1500.00,Travel,Travel and Tourism
2022-04-29,Food & Beverage (Family Dinner),Expense,450.00,Food & Beverage,Food & Beverage
2022-04-30,Internet & Utilities,Expense,350.00,Utilities,Finance
2022-04-30,Rent for Downtown Apartment,Expense,7200.00,Housing,Home and Garden
2022-04-30,Freelance Art Commission,Income,4800.00,Income,Business
2022-04-30,Health Insurance Premium,Expense,650.00,Health & Wellness,Health & Wellness
2022-04-30,Business Conference Registration,Expense,1400.00,Business Services,Business and Services
2022-04-30,Music Concert Tickets,Expense,500.00,Entertainment,Arts & Culture
2022-04-30,Travel Expenses (Flight Booking),Expense,2900.00,Travel,Travel and Tourism
2022-04-30,Online Shopping (Electronics),Expense,2200.00,Shopping,Online Shopping
2022-04-30,Language Classes Registration,Expense,1000.00,Education,Education
2022-04-30,Subscription Renewal (Streaming Service),Expense,280.00,Subscription,Subscription
2022-04-30,Home Improvement (Furniture),Expense,1200.00,Home Improvement,Home and Garden
2022-04-30,Business Equipment Purchase,Expense,2600.00,Business,Business
2022-04-30,Beauty & Wellness Spa,Expense,600.00,Health & Beauty,Beauty & Wellness
2022-04-30,Clothing Shopping (Winter Wardrobe),Expense,800.00,Clothing,Clothing and Accessories
2022-04-30,Art & Crafts Supplies,Expense,350.00,Art/Crafts,Arts & Culture
2022-04-30,Donation to Charity Organization,Expense,550.00,Charity/Donations,Charity/Donations
2022-04-30,Sporting Goods Purchase,Expense,550.00,Sport,Sports & Fitness
2022-04-30,Health & Fitness Class Registration,Expense,650.00,Health & Fitness,Sports & Fitness
2022-05-01,Carrefour Maadi (Groceries),Expense,1000.00,Groceries,Grocery
2022-05-02,Monthly Phone Plan,Expense,300.00,Utilities,Finance
2022-05-03,Salary from Software Development,Income,29000.00,Income,Business
2022-05-04,Zamalek Gym Membership,Expense,800.00,Health & Fitness,Sports & Fitness
2022-05-05,Zouba Café (Coffee with Friends),Expense,120.00,Food & Beverage,Food & Beverage
2022-05-06,KFC Egypt (Lunch Out),Expense,150.00,Food & Beverage,Food & Beverage
2022-05-07,Internet & Utilities,Expense,350.00,Utilities,Finance
2022-05-08,IT Consulting Project,Income,23000.00,Income,Business
2022-05-09,Zacks Café (Hangout with Friends),Expense,120.00,Food & Beverage,Food & Beverage
2022-05-10,Mobile Data Recharge,Expense,100.00,Utilities,Finance
2022-05-11,Rent for Downtown Apartment,Expense,7200.00,Housing,Home and Garden
2022-05-12,Web Design Freelance Project,Income,13500.00,Income,Business
2022-05-13,Jumbo Supermarket (Groceries),Expense,1050.00,Groceries,Grocery
2022-05-14,Transportation (Taxi Ride),Expense,80.00,Transportation,Travel and Transportation
2022-05-15,Entertainment (Movie Ticket),Expense,350.00,Entertainment,Arts & Culture
2022-05-16,Electricity Bill,Expense,1000.00,Utilities,Finance
2022-05-17,Health & Beauty Products,Expense,250.00,Health & Beauty,Beauty & Wellness
2022-05-18,Charity Donation (Local NGO),Expense,400.00,Charity/Donations,Charity/Donations
2022-05-19,Shopping (Clothing),Expense,700.00,Shopping,Clothing and Accessories
2022-05-20,Web Development Freelance Project,Income,14000.00,Income,Business
2022-05-21,Zamalek Gym Membership,Expense,800.00,Health & Fitness,Sports & Fitness
2022-05-22,Al Sultan Restaurant (Dinner Out),Expense,550.00,Food & Beverage,Food & Beverage
2022-05-23,Phone Repair Service,Expense,350.00,Technology,Technology
2022-05-24,Monthly Phone Plan,Expense,300.00,Utilities,Finance
2022-05-25,Salary from Software Development,Income,30000.00,Income,Business
2022-05-26,Art Supplies Purchase,Expense,250.00,Art/Crafts,Arts & Culture
2022-05-27,Transportation (Metro Fare),Expense,30.00,Transportation,Travel and Transportation
2022-05-28,Travel (Weekend Trip),Expense,1500.00,Travel,Travel and Tourism
2022-05-29,Food & Beverage (Family Dinner),Expense,450.00,Food & Beverage,Food & Beverage
2022-05-30,Internet & Utilities,Expense,350.00,Utilities,Finance
2022-05-31,Rent for Downtown Apartment,Expense,7200.00,Housing,Home and Garden
2022-05-31,Freelance Art Commission,Income,5000.00,Income,Business
2022-05-31,Health Insurance Premium,Expense,650.00,Health & Wellness,Health & Wellness
2022-05-31,Business Conference Registration,Expense,1500.00,Business Services,Business and Services
2022-05-31,Music Concert Tickets,Expense,500.00,Entertainment,Arts & Culture
2022-05-31,Travel Expenses (Flight Booking),Expense,3000.00,Travel,Travel and Tourism
2022-05-31,Online Shopping (Electronics),Expense,2400.00,Shopping,Online Shopping
2022-05-31,Language Classes Registration,Expense,1100.00,Education,Education
2022-05-31,Subscription Renewal (Streaming Service),Expense,300.00,Subscription,Subscription
2022-05-31,Home Improvement (Furniture),Expense,1300.00,Home Improvement,Home and Garden
2022-05-31,Business Equipment Purchase,Expense,2800.00,Business,Business
2022-05-31,Beauty & Wellness Spa,Expense,650.00,Health & Beauty,Beauty & Wellness
2022-05-31,Clothing Shopping (Winter Wardrobe),Expense,850.00,Clothing,Clothing and Accessories
2022-05-31,Art & Crafts Supplies,Expense,400.00,Art/Crafts,Arts & Culture
2022-05-31,Donation to Charity Organization,Expense,600.00,Charity/Donations,Charity/Donations
2022-05-31,Sporting Goods Purchase,Expense,600.00,Sport,Sports & Fitness
2022-05-31,Health & Fitness Class Registration,Expense,700.00,Health & Fitness,Sports & Fitness
2022-06-01,Carrefour Maadi (Groceries),Expense,1050.00,Groceries,Grocery
2022-06-02,Monthly Phone Plan,Expense,300.00,Utilities,Finance
2022-06-03,Salary from Software Development,Income,30500.00,Income,Business
2022-06-04,Zamalek Gym Membership,Expense,800.00,Health & Fitness,Sports & Fitness
2022-06-05,Zouba Café (Coffee with Friends),Expense,120.00,Food & Beverage,Food & Beverage
2022-06-06,KFC Egypt (Lunch Out),Expense,150.00,Food & Beverage,Food & Beverage
2022-06-07,Internet & Utilities,Expense,350.00,Utilities,Finance
2022-06-08,IT Consulting Project,Income,25000.00,Income,Business
2022-06-09,Zacks Café (Hangout with Friends),Expense,120.00,Food & Beverage,Food & Beverage
2022-06-10,Mobile Data Recharge,Expense,100.00,Utilities,Finance
2022-06-11,Rent for Downtown Apartment,Expense,7200.00,Housing,Home and Garden
2022-06-12,Web Design Freelance Project,Income,14000.00,Income,Business
2022-06-13,Jumbo Supermarket (Groceries),Expense,1050.00,Groceries,Grocery
2022-06-14,Transportation (Taxi Ride),Expense,80.00,Transportation,Travel and Transportation
2022-06-15,Entertainment (Movie Ticket),Expense,350.00,Entertainment,Arts & Culture
2022-06-16,Electricity Bill,Expense,1000.00,Utilities,Finance
2022-06-17,Health & Beauty Products,Expense,250.00,Health & Beauty,Beauty & Wellness
2022-06-18,Charity Donation (Local NGO),Expense,400.00,Charity/Donations,Charity/Donations
2022-06-19,Shopping (Clothing),Expense,700.00,Shopping,Clothing and Accessories
2022-06-20,Web Development Freelance Project,Income,14500.00,Income,Business
2022-06-21,Zamalek Gym Membership,Expense,800.00,Health & Fitness,Sports & Fitness
2022-06-22,Al Sultan Restaurant (Dinner Out),Expense,550.00,Food & Beverage,Food & Beverage
2022-06-23,Phone Repair Service,Expense,350.00,Technology,Technology
2022-06-24,Monthly Phone Plan,Expense,300.00,Utilities,Finance
2022-06-25,Salary from Software Development,Income,31000.00,Income,Business
2022-06-26,Art Supplies Purchase,Expense,250.00,Art/Crafts,Arts & Culture
2022-06-27,Transportation (Metro Fare),Expense,30.00,Transportation,Travel and Transportation
2022-06-28,Travel (Weekend Trip),Expense,1500.00,Travel,Travel and Tourism
2022-06-29,Food & Beverage (Family Dinner),Expense,450.00,Food & Beverage,Food & Beverage
2022-06-30,Internet & Utilities,Expense,350.00,Utilities,Finance
2022-06-30,Rent for Downtown Apartment,Expense,7200.00,Housing,Home and Garden
2022-06-30,Freelance Art Commission,Income,5200.00,Income,Business
2022-06-30,Health Insurance Premium,Expense,650.00,Health & Wellness,Health & Wellness
2022-06-30,Business Conference Registration,Expense,1600.00,Business Services,Business and Services
2022-06-30,Music Concert Tickets,Expense,500.00,Entertainment,Arts & Culture
2022-06-30,Travel Expenses (Flight Booking),Expense,3200.00,Travel,Travel and Tourism
2022-06-30,Online Shopping (Electronics),Expense,2600.00,Shopping,Online Shopping
2022-06-30,Language Classes Registration,Expense,1200.00,Education,Education
2022-06-30,Subscription Renewal (Streaming Service),Expense,320.00,Subscription,Subscription
2022-06-30,Home Improvement (Furniture),Expense,1400.00,Home Improvement,Home and Garden
2022-06-30,Business Equipment Purchase,Expense,3000.00,Business,Business
2022-06-30,Beauty & Wellness Spa,Expense,700.00,Health & Beauty,Beauty & Wellness
2022-06-30,Clothing Shopping (Summer Wardrobe),Expense,900.00,Clothing,Clothing and Accessories
2022-06-30,Art & Crafts Supplies,Expense,450.00,Art/Crafts,Arts & Culture
2022-06-30,Donation to Charity Organization,Expense,700.00,Charity/Donations,Charity/Donations
2022-06-30,Sporting Goods Purchase,Expense,700.00,Sport,Sports & Fitness
2022-06-30,Health & Fitness Class Registration,Expense,800.00,Health & Fitness,Sports & Fitness
2022-07-01,Carrefour Maadi (Groceries),Expense,1050.00,Groceries,Grocery
2022-07-02,Monthly Phone Plan,Expense,300.00,Utilities,Finance
2022-07-03,Salary from Software Development,Income,31500.00,Income,Business
2022-07-04,Zamalek Gym Membership,Expense,800.00,Health & Fitness,Sports & Fitness
2022-07-05,Zouba Café (Coffee with Friends),Expense,120.00,Food & Beverage,Food & Beverage
