Date,Name / Description,Expense/Income,Amount (EGP),Category
2022-07-06,KFC Egypt (Lunch Out),Expense,150.00,Food & Beverage,Food & Beverage
2022-07-07,Internet & Utilities,Expense,350.00,Utilities,Finance
2022-07-08,IT Consulting Project,Income,26000.00,Income,Business
2022-07-09,Zacks Café (Hangout with Friends),Expense,120.00,Food & Beverage,Food & Beverage
2022-07-10,Mobile Data Recharge,Expense,100.00,Utilities,Finance
2022-07-11,Rent for Downtown Apartment,Expense,7200.00,Housing,Home and Garden
2022-07-12,Web Design Freelance Project,Income,15000.00,Income,Business
2022-07-13,Jumbo Supermarket (Groceries),Expense,1050.00,Groceries,Grocery
2022-07-14,Transportation (Taxi Ride),Expense,80.00,Transportation,Travel and Transportation
2022-07-15,Entertainment (Movie Ticket),Expense,350.00,Entertainment,Arts & Culture
2022-07-16,Electricity Bill,Expense,1000.00,Utilities,Finance
2022-07-17,Health & Beauty Products,Expense,250.00,Health & Beauty,Beauty & Wellness
2022-07-18,Charity Donation (Local NGO),Expense,400.00,Charity/Donations,Charity/Donations
2022-07-19,Shopping (Clothing),Expense,700.00,Shopping,Clothing and Accessories
2022-07-20,Web Development Freelance Project,Income,15500.00,Income,Business
2022-07-21,Zamalek Gym Membership,Expense,800.00,Health & Fitness,Sports & Fitness
2022-07-22,Al Sultan Restaurant (Dinner Out),Expense,550.00,Food & Beverage,Food & Beverage
2022-07-23,Phone Repair Service,Expense,350.00,Technology,Technology
2022-07-24,Monthly Phone Plan,Expense,300.00,Utilities,Finance
2022-07-25,Salary from Software Development,Income,32000.00,Income,Business
2022-07-26,Art Supplies Purchase,Expense,250.00,Art/Crafts,Arts & Culture
2022-07-27,Transportation (Metro Fare),Expense,30.00,Transportation,Travel and Transportation
2022-07-28,Travel (Weekend Trip),Expense,1500.00,Travel,Travel and Tourism
2022-07-29,Food & Beverage (Family Dinner),Expense,450.00,Food & Beverage,Food & Beverage
2022-07-30,Internet & Utilities,Expense,350.00,Utilities,Finance
2022-07-31,Rent for Downtown Apartment,Expense,7200.00,Housing,Home and Garden
2022-07-31,Freelance Art Commission,Income,5400.00,Income,Business
2022-07-31,Health Insurance Premium,Expense,650.00,Health & Wellness,Health & Wellness
2022-07-31,Business Conference Registration,Expense,1700.00,Business Services,Business and Services
2022-07-31,Music Concert Tickets,Expense,500.00,Entertainment,Arts & Culture
2022-07-31,Travel Expenses (Flight Booking),Expense,3400.00,Travel,Travel and Tourism
2022-07-31,Online Shopping (Electronics),Expense,2800.00,Shopping,Online Shopping
2022-07-31,Language Classes Registration,Expense,1300.00,Education,Education
2022-07-31,Subscription Renewal (Streaming Service),Expense,340.00,Subscription,Subscription
2022-07-31,Home Improvement (Furniture),Expense,1500.00,Home Improvement,Home and Garden
2022-07-31,Business Equipment Purchase,Expense,3200.00,Business,Business
2022-07-31,Beauty & Wellness Spa,Expense,750.00,Health & Beauty,Beauty & Wellness
2022-07-31,Clothing Shopping (Summer Wardrobe),Expense,950.00,Clothing,Clothing and Accessories
2022-07-31,Art & Crafts Supplies,Expense,500.00,Art/Crafts,Arts & Culture
2022-07-31,Donation to Charity Organization,Expense,750.00,Charity/Donations,Charity/Donations
2022-07-31,Sporting Goods Purchase,Expense,750.00,Sport,Sports & Fitness
2022-07-31,Health & Fitness Class Registration,Expense,850.00,Health & Fitness,Sports & Fitness
2022-08-01,Carrefour Maadi (Groceries),Expense,1100.00,Groceries,Grocery
2022-08-02,Monthly Phone Plan,Expense,300.00,Utilities,Finance
2022-08-03,Salary from Software Development,Income,32500.00,Income,Business
2022-08-04,Zamalek Gym Membership,Expense,800.00,Health & Fitness,Sports & Fitness
2022-08-05,Zouba Café (Coffee with Friends),Expense,120.00,Food & Beverage,Food & Beverage
2022-08-06,KFC Egypt (Lunch Out),Expense,150.00,Food & Beverage,Food & Beverage
2022-08-07,Internet & Utilities,Expense,350.00,Utilities,Finance
2022-08-08,IT Consulting Project,Income,27000.00,Income,Business
2022-08-09,Zacks Café (Hangout with Friends),Expense,120.00,Food & Beverage,Food & Beverage
2022-08-10,Mobile Data Recharge,Expense,100.00,Utilities,Finance
2022-08-11,Rent for Downtown Apartment,Expense,7200.00,Housing,Home and Garden
2022-08-12,Web Design Freelance Project,Income,16000.00,Income,Business
2022-08-13,Jumbo Supermarket (Groceries),Expense,1100.00,Groceries,Grocery
2022-08-14,Transportation (Taxi Ride),Expense,80.00,Transportation,Travel and Transportation
2022-08-15,Entertainment (Movie Ticket),Expense,350.00,Entertainment,Arts & Culture
2022-08-16,Electricity Bill,Expense,1000.00,Utilities,Finance
2022-08-17,Health & Beauty Products,Expense,250.00,Health & Beauty,Beauty & Wellness
2022-08-18,Charity Donation (Local NGO),Expense,400.00,Charity/Donations,Charity/Donations
2022-08-19,Shopping (Clothing),Expense,700.00,Shopping,Clothing and Accessories
2022-08-20,Web Development Freelance Project,Income,16500.00,Income,Business
2022-08-21,Zamalek Gym Membership,Expense,800.00,Health & Fitness,Sports & Fitness
2022-08-22,Al Sultan Restaurant (Dinner Out),Expense,550.00,Food & Beverage,Food & Beverage
2022-08-23,Phone Repair Service,Expense,350.00,Technology,Technology
2022-08-24,Monthly Phone Plan,Expense,300.00,Utilities,Finance
2022-08-25,Salary from Software Development,Income,33000.00,Income,Business
2022-08-26,Art Supplies Purchase,Expense,250.00,Art/Crafts,Arts & Culture
2022-08-27,Transportation (Metro Fare),Expense,30.00,Transportation,Travel and Transportation
2022-08-28,Travel (Weekend Trip),Expense,1500.00,Travel,Travel and Tourism
2022-08-29,Food & Beverage (Family Dinner),Expense,450.00,Food & Beverage,Food & Beverage
2022-08-30,Internet & Utilities,Expense,350.00,Utilities,Finance
2022-08-31,Rent for Downtown Apartment,Expense,7200.00,Housing,Home and Garden
2022-08-31,Freelance Art Commission,Income,5600.00,Income,Business
2022-08-31,Health Insurance Premium,Expense,650.00,Health & Wellness,Health & Wellness
2022-08-31,Business Conference Registration,Expense,1800.00,Business Services,Business and Services
2022-08-31,Music Concert Tickets,Expense,500.00,Entertainment,Arts & Culture
2022-08-31,Travel Expenses (Flight Booking),Expense,3600.00,Travel,Travel and Tourism
2022-08-31,Online Shopping (Electronics),Expense,3000.00,Shopping,Online Shopping
2022-08-31,Language Classes Registration,Expense,1400.00,Education,Education
2022-08-31,Subscription Renewal (Streaming Service),Expense,360.00,Subscription,Subscription
2022-08-31,Home Improvement (Furniture),Expense,1600.00,Home Improvement,Home and Garden
2022-08-31,Business Equipment Purchase,Expense,3400.00,Business,Business
2022-08-31,Beauty & Wellness Spa,Expense,800.00,Health & Beauty,Beauty & Wellness
2022-08-31,Clothing Shopping (Summer Wardrobe),Expense,1000.00,Clothing,Clothing and Accessories
2022-08-31,Art & Crafts Supplies,Expense,550.00,Art/Crafts,Arts & Culture
2022-08-31,Donation to Charity Organization,Expense,800.00,Charity/Donations,Charity/Donations
2022-08-31,Sporting Goods Purchase,Expense,800.00,Sport,Sports & Fitness
2022-08-31,Health & Fitness Class Registration,Expense,900.00,Health & Fitness,Sports & Fitness
2022-09-01,Carrefour Maadi (Groceries),Expense,1100.00,Groceries,Grocery
2022-09-02,Monthly Phone Plan,Expense,300.00,Utilities,Finance
2022-09-03,Salary from Software Development,Income,33500.00,Income,Business
2022-09-04,Zamalek Gym Membership,Expense,800.00,Health & Fitness,Sports & Fitness
2022-09-05,Zouba Café (Coffee with Friends),Expense,120.00,Food & Beverage,Food & Beverage
2022-09-06,KFC Egypt (Lunch Out),Expense,150.00,Food & Beverage,Food & Beverage
2022-09-07,Internet & Utilities,Expense,350.00,Utilities,Finance
2022-09-08,IT Consulting Project,Income,28000.00,Income,Business
2022-09-09,Zacks Café (Hangout with Friends),Expense,120.00,Food & Beverage,Food & Beverage
2022-09-10,Mobile Data Recharge,Expense,100.00,Utilities,Finance
2022-09-11,Rent for Downtown Apartment,Expense,7200.00,Housing,Home and Garden
2022-09-12,Web Design Freelance Project,Income,16500.00,Income,Business
2022-09-13,Jumbo Supermarket (Groceries),Expense,1100.00,Groceries,Grocery
2022-09-14,Transportation (Taxi Ride),Expense,80.00,Transportation,Travel and Transportation
2022-09-15,Entertainment (Movie Ticket),Expense,350.00,Entertainment,Arts & Culture
2022-09-16,Electricity Bill,Expense,1000.00,Utilities,Finance
2022-09-17,Health & Beauty Products,Expense,250.00,Health & Beauty,Beauty & Wellness
2022-09-18,Charity Donation (Local NGO),Expense,400.00,Charity/Donations,Charity/Donations
2022-09-19,Shopping (Clothing),Expense,700.00,Shopping,Clothing and Accessories
2022-09-20,Web Development Freelance Project,Income,17000.00,Income,Business
2022-09-21,Zamalek Gym Membership,Expense,800.00,Health & Fitness,Sports & Fitness
2022-09-22,Al Sultan Restaurant (Dinner Out),Expense,550.00,Food & Beverage,Food & Beverage
2022-09-23,Phone Repair Service,Expense,350.00,Technology,Technology
2022-09-24,Monthly Phone Plan,Expense,300.00,Utilities,Finance
2022-09-25,Salary from Software Development,Income,34000.00,Income,Business
2022-09-26,Art Supplies Purchase,Expense,250.00,Art/Crafts,Arts & Culture
2022-09-27,Transportation (Metro Fare),Expense,30.00,Transportation,Travel and Transportation
2022-09-28,Travel (Weekend Trip),Expense,1500.00,Travel,Travel and Tourism
2022-09-29,Food & Beverage (Family Dinner),Expense,450.00,Food & Beverage,Food & Beverage
2022-09-30,Internet & Utilities,Expense,350.00,Utilities,Finance
2022-09-30,Rent for Downtown Apartment,Expense,7200.00,Housing,Home and Garden
2022-09-30,Freelance Art Commission,Income,5800.00,Income,Business
2022-09-30,Health Insurance Premium,Expense,650.00,Health & Wellness,Health & Wellness
2022-09-30,Business Conference Registration,Expense,1900.00,Business Services,Business and Services
2022-09-30,Music Concert Tickets,Expense,500.00,Entertainment,Arts & Culture
2022-09-30,Travel Expenses (Flight Booking),Expense,3800.00,Travel,Travel and Tourism
2022-09-30,Online Shopping (Electronics),Expense,3200.00,Shopping,Online Shopping
2022-09-30,Language Classes Registration,Expense,1500.00,Education,Education
2022-09-30,Subscription Renewal (Streaming Service),Expense,380.00,Subscription,Subscription
2022-09-30,Home Improvement (Furniture),Expense,1700.00,Home Improvement,Home and Garden
2022-09-30,Business Equipment Purchase,Expense,3600.00,Business,Business
2022-09-30,Beauty & Wellness Spa,Expense,850.00,Health & Beauty,Beauty & Wellness
2022-09-30,Clothing Shopping (Summer Wardrobe),Expense,1050.00,Clothing,Clothing and Accessories
2022-09-30,Art & Crafts Supplies,Expense,600.00,Art/Crafts,Arts & Culture
2022-09-30,Donation to Charity Organization,Expense,850.00,Charity/Donations,Charity/Donations
2022-09-30,Sporting Goods Purchase,Expense,850.00,Sport,Sports & Fitness
2022-09-30,Health & Fitness Class Registration,Expense,950.00,Health & Fitness,Sports & Fitness
2022-10-01,Carrefour Maadi (Groceries),Expense,1100.00,Groceries,Grocery
2022-10-02,Monthly Phone Plan,Expense,300.00,Utilities,Finance
2022-10-03,Salary from Software Development,Income,34500.00,Income,Business
2022-10-04,Zamalek Gym Membership,Expense,800.00,Health & Fitness,Sports & Fitness
2022-10-05,Zouba Café (Coffee with Friends),Expense,120.00,Food & Beverage,Food & Beverage
2022-10-06,KFC Egypt (Lunch Out),Expense,150.00,Food & Beverage,Food & Beverage
2022-10-07,Internet & Utilities,Expense,350.00,Utilities,Finance
2022-10-08,IT Consulting Project,Income,29000.00,Income,Business
2022-10-09,Zacks Café (Hangout with Friends),Expense,120.00,Food & Beverage,Food & Beverage
2022-10-10,Mobile Data Recharge,Expense,100.00,Utilities,Finance
2022-10-11,Rent for Downtown Apartment,Expense,7200.00,Housing,Home and Garden
2022-10-12,Web Design Freelance Project,Income,17500.00,Income,Business
2022-10-13,Jumbo Supermarket (Groceries),Expense,1100.00,Groceries,Grocery
2022-10-14,Transportation (Taxi Ride),Expense,80.00,Transportation,Travel and Transportation
2022-10-15,Entertainment (Movie Ticket),Expense,350.00,Entertainment,Arts & Culture
2022-10-16,Electricity Bill,Expense,1000.00,Utilities,Finance
2022-10-17,Health & Beauty Products,Expense,250.00,Health & Beauty,Beauty & Wellness
2022-10-18,Charity Donation (Local NGO),Expense,400.00,Charity/Donations,Charity/Donations
2022-10-19,Shopping (Clothing),Expense,700.00,Shopping,Clothing and Accessories
2022-10-20,Web Development Freelance Project,Income,18000.00,Income,Business
2022-10-21,Zamalek Gym Membership,Expense,800.00,Health & Fitness,Sports & Fitness
2022-10-22,Al Sultan Restaurant (Dinner Out),Expense,550.00,Food & Beverage,Food & Beverage
2022-10-23,Phone Repair Service,Expense,350.00,Technology,Technology
2022-10-24,Monthly Phone Plan,Expense,300.00,Utilities,Finance
2022-10-25,Salary from Software Development,Income,35000.00,Income,Business
2022-10-26,Art Supplies Purchase,Expense,250.00,Art/Crafts,Arts & Culture
2022-10-27,Transportation (Metro Fare),Expense,30.00,Transportation,Travel and Transportation
2022-10-28,Travel (Weekend Trip),Expense,1500.00,Travel,Travel and Tourism
2022-10-29,Food & Beverage (Family Dinner),Expense,450.00,Food & Beverage,Food & Beverage
2022-10-30,Internet & Utilities,Expense,350.00,Utilities,Finance
2022-10-31,Rent for Downtown Apartment,Expense,7200.00,Housing,Home and Garden
2022-10-31,Freelance Art Commission,Income,6000.00,Income,Business
2022-10-31,Health Insurance Premium,Expense,650.00,Health & Wellness,Health & Wellness
2022-10-31,Business Conference Registration,Expense,2000.00,Business Services,Business and Services
2022-10-31,Music Concert Tickets,Expense,500.00,Entertainment,Arts & Culture
2022-10-31,Travel Expenses (Flight Booking),Expense,4000.00,Travel,Travel and Tourism
2022-10-31,Online Shopping (Electronics),Expense,3400.00,Shopping,Online Shopping
2022-10-31,Language Classes Registration,Expense,1600.00,Education,Education
2022-10-31,Subscription Renewal (Streaming Service),Expense,400.00,Subscription,Subscription
2022-10-31,Home Improvement (Furniture),Expense,1800.00,Home Improvement,Home and Garden
2022-10-31,Business Equipment Purchase,Expense,3800.00,Business,Business
2022-10-31,Beauty & Wellness Spa,Expense,900.00,Health & Beauty,Beauty & Wellness
2022-10-31,Clothing Shopping (Winter Wardrobe),Expense,1100.00,Clothing,Clothing and Accessories
2022-10-31,Art & Crafts Supplies,Expense,600.00,Art/Crafts,Arts & Culture
2022-10-31,Donation to Charity Organization,Expense,900.00,Charity/Donations,Charity/Donations
2022-10-31,Sporting Goods Purchase,Expense,900.00,Sport,Sports & Fitness
2022-10-31,Health & Fitness Class Registration,Expense,1000.00,Health & Fitness,Sports & Fitness
2022-11-01,Carrefour Maadi (Groceries),Expense,1100.00,Groceries,Grocery
2022-11-02,Monthly Phone Plan,Expense,300.00,Utilities,Finance
2022-11-03,Salary from Software Development,Income,35500.00,Income,Business
2022-11-04,Zamalek Gym Membership,Expense,800.00,Health & Fitness,Sports & Fitness
2022-11-05,Zouba Café (Coffee with Friends),Expense,120.00,Food & Beverage,Food & Beverage
2022-11-06,KFC Egypt (Lunch Out),Expense,150.00,Food & Beverage,Food & Beverage
2022-11-07,Internet & Utilities,Expense,350.00,Utilities,Finance
2022-11-08,IT Consulting Project,Income,30000.00,Income,Business
2022-11-09,Zacks Café (Hangout with Friends),Expense,120.00,Food & Beverage,Food & Beverage
2022-11-10,Mobile Data Recharge,Expense,100.00,Utilities,Finance
2022-11-11,Rent for Downtown Apartment,Expense,7200.00,Housing,Home and Garden
2022-11-12,Web Design Freelance Project,Income,19000.00,Income,Business
2022-11-13,Jumbo Supermarket (Groceries),Expense,1100.00,Groceries,Grocery
2022-11-14,Transportation (Taxi Ride),Expense,80.00,Transportation,Travel and Transportation
2022-11-15,Entertainment (Movie Ticket),Expense,350.00,Entertainment,Arts & Culture
2022-11-16,Electricity Bill,Expense,1000.00,Utilities,Finance
2022-11-17,Health & Beauty Products,Expense,250.00,Health & Beauty,Beauty & Wellness
2022-11-18,Charity Donation (Local NGO),Expense,400.00,Charity/Donations,Charity/Donations
2022-11-19,Shopping (Clothing),Expense,700.00,Shopping,Clothing and Accessories
2022-11-20,Web Development Freelance Project,Income,20000.00,Income,Business
2022-11-21,Zamalek Gym Membership,Expense,800.00,Health & Fitness,Sports & Fitness
2022-11-22,Al Sultan Restaurant (Dinner Out),Expense,550.00,Food & Beverage,Food & Beverage
2022-11-23,Phone Repair Service,Expense,350.00,Technology,Technology
2022-11-24,Monthly Phone Plan,Expense,300.00,Utilities,Finance
2022-11-25,Salary from Software Development,Income,36000.00,Income,Business
2022-11-26,Art Supplies Purchase,Expense,250.00,Art/Crafts,Arts & Culture
2022-11-27,Transportation (Metro Fare),Expense,30.00,Transportation,Travel and Transportation
2022-11-28,Travel (Weekend Trip),Expense,1500.00,Travel,Travel and Tourism
2022-11-29,Food & Beverage (Family Dinner),Expense,450.00,Food & Beverage,Food & Beverage
2022-11-30,Internet & Utilities,Expense,350.00,Utilities,Finance
2022-11-30,Rent for Downtown Apartment,Expense,7200.00,Housing,Home and Garden
2022-11-30,Freelance Art Commission,Income,6200.00,Income,Business
2022-11-30,Health Insurance Premium,Expense,650.00,Health & Wellness,Health & Wellness
2022-11-30,Business Conference Registration,Expense,2200.00,Business Services,Business and Services
2022-11-30,Music Concert Tickets,Expense,500.00,Entertainment,Arts & Culture
2022-11-30,Travel Expenses (Flight Booking),Expense,4200.00,Travel,Travel and Tourism
2022-11-30,Online Shopping (Electronics),Expense,3600.00,Shopping,Online Shopping
2022-11-30,Language Classes Registration,Expense,1700.00,Education,Education
2022-11-30,Subscription Renewal (Streaming Service),Expense,420.00,Subscription,Subscription
2022-11-30,Home Improvement (Furniture),Expense,1900.00,Home Improvement,Home and Garden
2022-11-30,Business Equipment Purchase,Expense,4000.00,Business,Business
2022-11-30,Beauty & Wellness Spa,Expense,950.00,Health & Beauty,Beauty & Wellness
2022-11-30,Clothing Shopping (Winter Wardrobe),Expense,1150.00,Clothing,Clothing and Accessories
2022-11-30,Art & Crafts Supplies,Expense,650.00,Art/Crafts,Arts & Culture
2022-11-30,Donation to Charity Organization,Expense,950.00,Charity/Donations,Charity/Donations
2022-11-30,Sporting Goods Purchase,Expense,950.00,Sport,Sports & Fitness
2022-11-30,Health & Fitness Class Registration,Expense,1050.00,Health & Fitness,Sports & Fitness
2022-12-01,Carrefour Maadi (Groceries),Expense,1100.00,Groceries,Grocery
2022-12-02,Monthly Phone Plan,Expense,300.00,Utilities,Finance
2022-12-03,Salary from Software Development,Income,36500.00,Income,Business
2022-12-04,Zamalek Gym Membership,Expense,800.00,Health & Fitness,Sports & Fitness
2022-12-05,Zouba Café (Coffee with Friends),Expense,120.00,Food & Beverage,Food & Beverage
2022-12-06,KFC Egypt (Lunch Out),Expense,150.00,Food & Beverage,Food & Beverage
2022-12-07,Internet & Utilities,Expense,350.00,Utilities,Finance
2022-12-08,IT Consulting Project,Income,31000.00,Income,Business
2022-12-09,Zacks Café (Hangout with Friends),Expense,120.00,Food & Beverage,Food & Beverage
2022-12-10,Mobile Data Recharge,Expense,100.00,Utilities,Finance
2022-12-11,Rent for Downtown Apartment,Expense,7200.00,Housing,Home and Garden
2022-12-12,Web Design Freelance Project,Income,21000.00,Income,Business
2022-12-13,Jumbo Supermarket (Groceries),Expense,1100.00,Groceries,Grocery
2022-12-14,Transportation (Taxi Ride),Expense,80.00,Transportation,Travel and Transportation
2022-12-15,Entertainment (Movie Ticket),Expense,350.00,Entertainment,Arts & Culture
2022-12-16,Electricity Bill,Expense,1000.00,Utilities,Finance
2022-12-17,Health & Beauty Products,Expense,250.00,Health & Beauty,Beauty & Wellness
2022-12-18,Charity Donation (Local NGO),Expense,400.00,Charity/Donations,Charity/Donations
2022-12-19,Shopping (Clothing),Expense,700.00,Shopping,Clothing and Accessories
2022-12-20,Web Development Freelance Project,Income,22000.00,Income,Business
2022-12-21,Zamalek Gym Membership,Expense,800.00,Health & Fitness,Sports & Fitness
2022-12-22,Al Sultan Restaurant (Dinner Out),Expense,550.00,Food & Beverage,Food & Beverage
2022-12-23,Phone Repair Service,Expense,350.00,Technology,Technology
2022-12-24,Monthly Phone Plan,Expense,300.00,Utilities,Finance
2022-12-25,Salary from Software Development,Income,37500.00,Income,Business
2022-12-26,Art Supplies Purchase,Expense,250.00,Art/Crafts,Arts & Culture
2022-12-27,Transportation (Metro Fare),Expense,30.00,Transportation,Travel and Transportation
2022-12-28,Travel (Weekend Trip),Expense,1500.00,Travel,Travel and Tourism
2022-12-29,Food & Beverage (Family Dinner),Expense,450.00,Food & Beverage,Food & Beverage
2022-12-30,Internet & Utilities,Expense,350.00,Utilities,Finance
2022-12-31,Rent for Downtown Apartment,Expense,7200.00,Housing,Home and Garden
2022-12-31,Freelance Art Commission,Income,6400.00,Income,Business
2022-12-31,Health Insurance Premium,Expense,650.00,Health & Wellness,Health & Wellness
2022-12-31,Business Conference Registration,Expense,2400.00,Business Services,Business and Services
2022-12-31,Music Concert Tickets,Expense,500.00,Entertainment,Arts & Culture
2022-12-31,Travel Expenses (Flight Booking),Expense,4400.00,Travel,Travel and Tourism
2022-12-31,Online Shopping (Electronics),Expense,3800.00,Shopping,Online Shopping
2022-12-31,Language Classes Registration,Expense,1800.00,Education,Education
2022-12-31,Subscription Renewal (Streaming Service),Expense,440.00,Subscription,Subscription
2022-12-31,Home Improvement (Furniture),Expense,2000.00,Home Improvement,Home and Garden
2022-12-31,Business Equipment Purchase,Expense,4200.00,Business,Business
2022-12-31,Beauty & Wellness Spa,Expense,1000.00,Health & Beauty,Beauty & Wellness
2022-12-31,Clothing Shopping (Winter Wardrobe),Expense,1200.00,Clothing,Clothing and Accessories
2022-12-31,Art & Crafts Supplies,Expense,700.00,Art/Crafts,Arts & Culture
2022-12-31,Donation to Charity Organization,Expense,1000.00,Charity/Donations,Charity/Donations
2022-12-31,Sporting Goods Purchase,Expense,1000.00,Sport,Sports & Fitness
2022-12-31,Health & Fitness Class Registration,Expense,1100.00,Health & Fitness,Sports & Fitness
2023-01-01,Carrefour Maadi (Groceries),Expense,1100.00,Groceries,Grocery
2023-01-02,Monthly Phone Plan,Expense,300.00,Utilities,Finance
2023-01-03,Salary from Software Development,Income,38500.00,Income,Business
2023-01-04,Zamalek Gym Membership,Expense,800.00,Health & Fitness,Sports & Fitness
2023-01-05,Zouba Café (Coffee with Friends),Expense,120.00,Food & Beverage,Food & Beverage
2023-01-06,KFC Egypt (Lunch Out),Expense,150.00,Food & Beverage,Food & Beverage
2023-01-07,Internet & Utilities,Expense,350.00,Utilities,Finance
2023-01-08,IT Consulting Project,Income,32000.00,Income,Business
2023-01-09,Zacks Café (Hangout with Friends),Expense,120.00,Food & Beverage,Food & Beverage
2023-01-10,Mobile Data Recharge,Expense,100.00,Utilities,Finance
